headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
國中,中学校,ㄍㄨㄛˊ ㄓㄨㄥ,guózhōng,名詞,6,common,ai,word,,
骨頭,骨/気骨,ㄍㄨˊ ˙ㄊㄡ,gútou/gǔ,名詞,6,common,ai,word,,原表記: 骨頭/骨
鼓舞,鼓舞する/励ます,ㄍㄨˇ ㄨˇ,gǔwǔ,動詞,6,common,ai,word,,
故鄉,故郷,ㄍㄨˋ ㄒㄧㄤ,gùxiāng,名詞,6,common,ai,word,,
姑丈,叔父（父の姉妹の夫）,ㄍㄨ ㄓㄤˋ,gūzhàng,名詞,6,common,ai,word,,
鼓掌,拍手する,ㄍㄨˇ ㄓㄤˇ,gǔzhǎng,自動詞,6,common,ai,word,,
還不如,～したほうがましだ,ㄏㄞˊ ㄅㄨˋ ㄖㄨˊ,háibùrú,接続詞,6,common,ai,word,,
害處,害/弊害,ㄏㄞˋ ㄔㄨˋ,hàichù,名詞,6,common,ai,word,,
海關,税関,ㄏㄞˇ ㄍㄨㄢ,hǎiguān,名詞,6,common,ai,word,,
海峽,海峡,ㄏㄞˇ ㄒㄧㄚˊ,hǎixiá,名詞,6,common,ai,word,,
還有,さらに/その上,ㄏㄞˊ ㄧㄡˇ,háiyǒu,接続詞,6,common,ai,word,,
含,口に含む/含む,ㄏㄢˊ,hán,動詞/状態動詞,6,common,ai,word,,
喊,叫ぶ/呼ぶ,ㄏㄢˇ,hǎn,動詞,6,common,ai,word,,
行業,業種/職業,ㄏㄤˊ ㄧㄝˋ,hángyè,名詞,6,common,ai,word,,
寒冷,寒い,ㄏㄢˊ ㄌㄥˇ,hánlěng,状態動詞(形容詞),6,common,ai,word,,
含量,含有量,ㄏㄢˊ ㄌㄧㄤˋ,hánliàng,名詞,6,common,ai,word,,
耗,浪費する/消費する,ㄏㄠˋ,hào,状態動詞,6,common,ai,word,,
好客,もてなし好き,ㄏㄠˋ ㄎㄜˋ,hàokè,状態動詞(形容詞),6,common,ai,word,,
好奇,好奇心が強い,ㄏㄠˋ ㄑㄧˊ,hàoqí,状態動詞(形容詞),6,common,ai,word,,
毫無,全くない,ㄏㄠˊ ㄨˊ,háowú,状態動詞,6,common,ai,word,,
好在,幸いにも,ㄏㄠˇ ㄗㄞˋ,hǎozài,副詞,6,common,ai,word,,
號召,呼びかける/アピールする,ㄏㄠˋ ㄓㄠˋ,hàozhào,動詞,6,common,ai,word,,
何必,わざわざ～する必要はない,ㄏㄜˊ ㄅㄧˋ,hébì,副詞,6,common,ai,word,,
合不來,気が合わない,ㄏㄜˊ ㄅㄨˋ ㄌㄞˊ,hébùlái,状態動詞(形容詞),6,common,ai,word,,
合成,合成する,ㄏㄜˊ ㄔㄥˊ,héchéng,状態動詞,6,common,ai,word,,
合得來,気が合う,ㄏㄜˊ ˙ㄉㄜ ㄌㄞˊ,hédelái,状態動詞(形容詞),6,common,ai,word,,
合法,合法的な,ㄏㄜˊ ㄈㄚˇ,héfǎ,状態動詞(形容詞),6,common,ai,word,,
合格,合格する/基準を満たす,ㄏㄜˊ ㄍㄜˊ,hégé,変化動詞,6,common,ai,word,,
和好,仲直りする,ㄏㄜˊ ㄏㄠˇ,héhǎo,変化動詞,6,common,ai,word,,
合乎,合致する,ㄏㄜˊ ㄏㄨ,héhū,状態動詞,6,common,ai,word,,
嘿,おい/やあ,ㄏㄟ,hēi,助詞,6,common,ai,word,,
黑暗,暗い/闇,ㄏㄟ ㄢˋ,hēiàn,状態動詞(形容詞),6,common,ai,word,,
黑夜,夜,ㄏㄟ ㄧㄝˋ,hēiyè,名詞,6,common,ai,word,,
何況,ましてや/言うまでもなく,ㄏㄜˊ ㄎㄨㄤˋ,hékuàng,接続詞,6,common,ai,word,,
合理,合理的な/妥当な,ㄏㄜˊ ㄌㄧˇ,hélǐ,状態動詞(形容詞),6,common,ai,word,,
河流,川,ㄏㄜˊ ㄌㄧㄡˊ,héliú,名詞,6,common,ai,word,,
橫,横の/横切る/理不尽な,ㄏㄥˊ / ㄏㄥˊ,héng / héng,状態動詞(連体用)/自動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
和平,平和,ㄏㄜˊ ㄆㄧㄥˊ,hépíng,状態動詞(形容詞),6,common,ai,word,,
和氣,親しみやすい,ㄏㄜˊ ㄑㄧˋ,héqì,状態動詞(形容詞),6,common,ai,word,,
合算,割に合う,ㄏㄜˊ ㄙㄨㄢˋ,hésuàn,状態動詞(形容詞),6,common,ai,word,,
合約,契約,ㄏㄜˊ ㄩㄝ,héyuē,名詞,6,common,ai,word,,
猴,サル,ㄏㄡˊ(ㄗ˙),hóu(zi),名詞,6,common,ai,word,,原表記: 猴(子)
後代,子孫/後世,ㄏㄡˋ ㄉㄞˋ,hòudài,名詞,6,common,ai,word,,
後果,結果,ㄏㄡˋ ㄍㄨㄛˇ,hòuguǒ,名詞,6,common,ai,word,,
後悔,後悔する,ㄏㄡˋ ㄏㄨㄟˇ,hòuhuǐ,状態動詞(形容詞),6,common,ai,word,,
喉嚨,のど,ㄏㄡˊ ㄌㄨㄥˊ,hóulóng/hóu,名詞,6,common,ai,word,,原表記: 喉嚨/喉
後頭,後ろ,ㄏㄡˋ ˙ㄊㄡ,hòutou,名詞,6,common,ai,word,,
後退,後退する,ㄏㄡˋ ㄊㄨㄟˋ,hòutuì,自動詞,6,common,ai,word,,
後院,裏庭,ㄏㄡˋ ㄩㄢˋ,hòuyuàn,名詞,6,common,ai,word,,
戶,世帯,ㄏㄨˋ,hù,量詞,6,common,ai,word,,
呼,呼ぶ/叫ぶ,ㄏㄨ,hū,動詞,6,common,ai,word,,
鬍,ひげ,ㄏㄨˊ(ㄗ˙),hú(zi),名詞,6,common,ai,word,,原表記: 鬍(子)
划,漕ぐ/割に合う,ㄏㄨㄚˊ,huá,動詞,6,common,ai,word,,
滑,滑る/滑りやすい/ずるい,ㄏㄨㄚˊ,huá,変化動詞/状態動詞(形容詞),6,common,ai,word,,
化,～化する,ㄏㄨㄚˋ,huà,状態動詞/変化動詞,6,common,ai,word,,
花草,草花,ㄏㄨㄚ ㄘㄠˇ,huācǎo,名詞,6,common,ai,word,,
花費,費用/費やす,ㄏㄨㄚ ㄈㄟˋ,huāfèi,名詞/動詞,6,common,ai,word,,
壞蛋,悪党,ㄏㄨㄞˋ ㄉㄢˋ,huàidàn,名詞,6,common,ai,word,,
懷念,懐かしむ,ㄏㄨㄞˊ ㄋㄧㄢˋ,huáiniàn,状態動詞,6,common,ai,word,,
懷疑,疑う,ㄏㄨㄞˊ ㄧˊ,huáiyí,状態動詞,6,common,ai,word,,
懷孕,妊娠する,ㄏㄨㄞˊ ㄩㄣˋ,huáiyùn,自動詞,6,common,ai,word,,
畫面,画面/光景,ㄏㄨㄚˋ ㄇㄧㄢˋ,huàmiàn,名詞,6,common,ai,word,,
慌,うろたえる/ひどく,ㄏㄨㄤ,huāng,状態動詞(形容詞),6,common,ai,word,,
黃豆,大豆,ㄏㄨㄤˊ ㄉㄡˋ,huángdòu,名詞,6,common,ai,word,,
黃昏,たそがれ,ㄏㄨㄤˊ ㄏㄨㄣ,huánghūn,名詞,6,common,ai,word,,
緩和,緩和する,ㄏㄨㄢˇ ㄏㄜˊ,huǎnhé,動詞,6,common,ai,word,,
歡呼,歓声を上げる,ㄏㄨㄢ ㄏㄨ,huānhū,自動詞,6,common,ai,word,,
歡樂,喜び,ㄏㄨㄢ ㄌㄜˋ,huānlè,状態動詞(形容詞),6,common,ai,word,,
緩慢,ゆっくりした,ㄏㄨㄢˇ ㄇㄢˋ,huǎnmàn,状態動詞(形容詞),6,common,ai,word,,
歡喜,喜ばしい,ㄏㄨㄢ ㄒㄧˇ,huānxǐ,状態動詞(形容詞),6,common,ai,word,,
幻想,空想/空想する,ㄏㄨㄢˋ ㄒㄧㄤˇ,huànxiǎng,名詞/自動詞,6,common,ai,word,,
花盆,植木鉢,ㄏㄨㄚ ㄆㄣˊ,huāpén,名詞,6,common,ai,word,,
花瓶,花瓶/見かけ倒し,ㄏㄨㄚ ㄆㄧㄥˊ,huāpíng,名詞,6,common,ai,word,,
花色,種類/模様,ㄏㄨㄚ ㄙㄜˋ,huāsè,名詞,6,common,ai,word,,
花生,落花生,ㄏㄨㄚ ㄕㄥ,huāshēng,名詞,6,common,ai,word,,
化學,化学,ㄏㄨㄚˋ ㄒㄩㄝˊ,huàxué,名詞,6,common,ai,word,,
化妝,化粧する,ㄏㄨㄚˋ ㄓㄨㄤ,huàzhuāng,自動詞,6,common,ai,word,,
化裝,変装する,ㄏㄨㄚˋ ㄓㄨㄤ,huàzhuāng,自動詞,6,common,ai,word,,
蝴蝶,チョウ,ㄏㄨˊ ㄉㄧㄝˊ,húdié,名詞,6,common,ai,word,,
互動,相互作用/双方向の,ㄏㄨˋ ㄉㄨㄥˋ,hùdòng,名詞,6,common,ai,word,,
灰,灰色の/灰/塵,ㄏㄨㄟ,huī,状態動詞(連体用)/名詞,6,common,ai,word,,
揮,振る/指揮する,ㄏㄨㄟ,huī,動詞,6,common,ai,word,,
回電,折り返し電話する/返信する,ㄏㄨㄟˊ ㄉㄧㄢˋ,huídiàn,離合動詞,6,common,ai,word,,
回教,イスラム教,ㄏㄨㄟˊ ㄐㄧㄠˋ,huíjiào /yīsīlánjiào,名詞,6,common,ai,word,,原表記: 回教/伊斯蘭教
匯款,送金する,ㄏㄨㄟˋ ㄎㄨㄢˇ,huìkuǎn,離合動詞,6,common,ai,word,,
回收,回収する/リサイクルする,ㄏㄨㄟˊ ㄕㄡ,huíshōu,動詞,6,common,ai,word,,
回頭,振り返る/後で,ㄏㄨㄟˊ ㄊㄡˊ,huítóu,離合動詞,6,common,ai,word,,
灰心,がっかりする/落胆する,ㄏㄨㄟ ㄒㄧㄣ,huīxīn,状態動詞(形容詞),6,common,ai,word,,
回憶,思い出す/思い出,ㄏㄨㄟˊ ㄧˋ,huíyì,状態動詞/名詞,6,common,ai,word,,
會員,会員,ㄏㄨㄟˋ ㄩㄢˊ,huìyuán,名詞,6,common,ai,word,,
忽略,無視する/軽視する,ㄏㄨ ㄌㄩㄝˋ,hūlüè,状態動詞,6,common,ai,word,,
混,混ぜる/いい加減な,ㄏㄨㄣˋ / ㄏㄨㄣˋ,hùn / hùn,動詞/状態動詞(形容詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
昏倒,気絶する,ㄏㄨㄣ ㄉㄠˇ,hūndǎo,変化動詞,6,common,ai,word,,
混合,混ぜる/混合物,ㄏㄨㄣˋ ㄏㄜˊ,hùnhé,動詞,6,common,ai,word,,
昏迷,意識を失う/昏睡状態,ㄏㄨㄣ ㄇㄧˊ,hūnmí,変化動詞,6,common,ai,word,,
獲,得る/獲得する,ㄏㄨㄛˋ,huò,状態動詞,6,common,ai,word,,
禍,災難/不幸,ㄏㄨㄛˋ,huò,名詞,6,common,ai,word,,
火柴,マッチ,ㄏㄨㄛˇ ㄔㄞˊ,huǒchái,名詞,6,common,ai,word,,
獲得,手に入れる/獲得する,ㄏㄨㄛˋ ㄉㄜˊ,huòdé,変化動詞,6,common,ai,word,,
或多或少,多かれ少なかれ,ㄏㄨㄛˋ ㄉㄨㄛ ㄏㄨㄛˋ ㄕㄠˇ,huòduōhuòshǎo,副詞,6,common,ai,word,,
活該,自業自得だ,ㄏㄨㄛˊ ㄍㄞ,huógāi,状態動詞(形容詞),6,common,ai,word,,
活力,活力/エネルギー,ㄏㄨㄛˊ ㄌㄧˋ,huólì,名詞,6,common,ai,word,,
活潑,活発な/生き生きした,ㄏㄨㄛˊ ㄆㄛ,huópō,状態動詞(形容詞),6,common,ai,word,,
貨物,貨物/商品,ㄏㄨㄛˋ ㄨˋ,huòwù,名詞,6,common,ai,word,,
活躍,活発な/活動的な,ㄏㄨㄛˊ ㄩㄝˋ,huóyuè,状態動詞(形容詞),6,common,ai,word,,
忽視,無視する/軽視する,ㄏㄨ ㄕˋ,hūshì,状態動詞,6,common,ai,word,,
戶外,屋外,ㄏㄨˋ ㄨㄞˋ,hùwài,名詞,6,common,ai,word,,
呼吸,呼吸する,ㄏㄨ ㄒㄧ,hūxī,自動詞,6,common,ai,word,,
互助,助け合う,ㄏㄨˋ ㄓㄨˋ,hùzhù,自動詞,6,common,ai,word,,
級,等級/段階,ㄐㄧˊ,jí,量詞,6,common,ai,word,,
集,集める/集,ㄐㄧˊ,jí,量詞/動詞,6,common,ai,word,,
夾,挟む/裏地付きの,ㄐㄧㄚˊ,jiá,動詞,6,common,ai,word,,
嫁,嫁ぐ,ㄐㄧㄚˋ,jià,動詞,6,common,ai,word,,
甲,甲/第一の,ㄐㄧㄚˇ,jiǎ,名詞/量詞,6,common,ai,word,,
加工,加工する,ㄐㄧㄚ ㄍㄨㄥ,jiāgōng,離合動詞,6,common,ai,word,,
建,建てる/設立する,ㄐㄧㄢˋ,jiàn,動詞,6,common,ai,word,,
箭,矢,ㄐㄧㄢˋ,jiàn,名詞,6,common,ai,word,,
揀,選ぶ/選別する,ㄐㄧㄢˇ,jiǎn,動詞,6,common,ai,word,,
撿,拾う/集める,ㄐㄧㄢˇ,jiǎn,動詞,6,common,ai,word,,
尖,尖った/鋭い,ㄐㄧㄢ,jiān,状態動詞(形容詞),6,common,ai,word,,
兼,兼ねる/同時に行う,ㄐㄧㄢ,jiān,動詞,6,common,ai,word,,
煎,焼く/炒める,ㄐㄧㄢ,jiān,動詞,6,common,ai,word,,
剪刀,はさみ,ㄐㄧㄢˇ ㄉㄠ,jiǎndāo,名詞,6,common,ai,word,,
堅定,確固たる/断固とした,ㄐㄧㄢ ㄉㄧㄥˋ,jiāndìng,状態動詞(形容詞),6,common,ai,word,,
降,下がる/降伏する,ㄐㄧㄤˋ,jiàng,変化動詞,6,common,ai,word,,
江,大きな川,ㄐㄧㄤ,jiāng,名詞,6,common,ai,word,,
將,〜するつもりだ/〜を,ㄐㄧㄤ / ㄐㄧㄤ,jiāng / jiāng,副詞/介詞(前置詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
降價,値下げする,ㄐㄧㄤˋ ㄐㄧㄚˋ,jiàngjià,Vp-sep,6,common,ai,word,,
獎金,ボーナス/賞与,ㄐㄧㄤˇ ㄐㄧㄣ,jiǎngjīn,名詞,6,common,ai,word,,
獎品,賞品/景品,ㄐㄧㄤˇ ㄆㄧㄣˇ,jiǎngpǐn,名詞,6,common,ai,word,,
建國,建国する,ㄐㄧㄢˋ ㄍㄨㄛˊ,jiànguó,自動詞,6,common,ai,word,,
將要,～しようとする/まもなく,ㄐㄧㄤ ㄧㄠˋ,jiāngyào,副詞,6,common,ai,word,,
漸漸,次第に,ㄐㄧㄢˋ ㄐㄧㄢˋ,jiànjiàn,副詞,6,common,ai,word,,原表記: 漸漸/漸
間接,間接的な,ㄐㄧㄢˋ ㄐㄧㄝ,jiànjiē,状態動詞(連体用),6,common,ai,word,,
堅決,断固とした,ㄐㄧㄢ ㄐㄩㄝˊ,jiānjué,状態動詞(形容詞),6,common,ai,word,,
鍵盤,キーボード,ㄐㄧㄢˋ ㄆㄢˊ,jiànpán,名詞,6,common,ai,word,,
健全,健全な,ㄐㄧㄢˋ ㄑㄩㄢˊ,jiànquán,状態動詞(形容詞),6,common,ai,word,,
尖銳,鋭い/激しい,ㄐㄧㄢ ㄖㄨㄟˋ,jiānruì,状態動詞(形容詞),6,common,ai,word,,
監視,監視する,ㄐㄧㄢ ㄕˋ,jiānshì,動詞,6,common,ai,word,,
檢驗,検査する/検証する,ㄐㄧㄢˇ ㄧㄢˋ,jiǎnyàn,動詞,6,common,ai,word,,
監獄,刑務所,ㄐㄧㄢ ㄩˋ,jiānyù,名詞,6,common,ai,word,,
建築,建設する/建物,ㄐㄧㄢˋ ㄓㄨˊ,jiànzhú,名詞/動詞,6,common,ai,word,,
較,～と比べて,ㄐㄧㄠˋ,jiào,介詞(前置詞),6,common,ai,word,,
角,角/役割,ㄐㄧㄠˇ,jiǎo,名詞,6,common,ai,word,,
繳,納める/提出する,ㄐㄧㄠˇ,jiǎo,動詞,6,common,ai,word,,
澆,水をかける/注ぐ,ㄐㄧㄠ,jiāo,動詞,6,common,ai,word,,
腳步,足取り/歩み,ㄐㄧㄠˇ ㄅㄨˋ,jiǎobù,名詞,6,common,ai,word,,
交代,引き継ぐ/説明する,ㄐㄧㄠ ㄉㄞˋ,jiāodài,動詞,6,common,ai,word,,
叫喊,叫ぶ,ㄐㄧㄠˋ ㄏㄢˇ,jiàohǎn,動詞,6,common,ai,word,,
交換,交換する,ㄐㄧㄠ ㄏㄨㄢˋ,jiāohuàn,動詞,6,common,ai,word,,
教會,教える/教会,ㄐㄧㄠˋ ㄏㄨㄟˋ,jiàohuì,名詞,6,common,ai,word,,
交際,交際する,ㄐㄧㄠ ㄐㄧˋ,jiāojì,自動詞,6,common,ai,word,,
角落,隅/片隅,ㄐㄧㄠˇ ㄌㄨㄛˋ,jiǎoluò,名詞,6,common,ai,word,,
教授,教授 / 教授/教える,ㄐㄧㄠˋ ㄕㄡˋ / ㄐㄧㄠˋ ㄕㄡˋ,jiàoshòu / jiàoshòu,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
交往,付き合う,ㄐㄧㄠ ㄨㄤˇ,jiāowǎng,自動詞,6,common,ai,word,,
教學,教える/教育,ㄐㄧㄠˋ ㄒㄩㄝˊ / ㄐㄧㄠˋ ㄒㄩㄝˊ,jiàoxué / jiàoxué,自動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
交易,取引する/取引,ㄐㄧㄠ ㄧˋ,jiāoyì,名詞/自動詞,6,common,ai,word,,
假期,休暇,ㄐㄧㄚˋ ㄑㄧˊ,jiàqí,名詞,6,common,ai,word,,
加上,加えて/その上 / 加える/さらに,ㄐㄧㄚ ㄕㄤˋ / ㄐㄧㄚ ㄕㄤˋ,jiāshàng / jiāshàng,接続詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
駕駛,運転する/操縦する,ㄐㄧㄚˋ ㄕˇ,jiàshǐ/jià,名詞/動詞,6,common,ai,word,,原表記: 駕駛/駕
加速,加速する,ㄐㄧㄚ ㄙㄨˋ,jiāsù,動詞,6,common,ai,word,,
加以,～を加える/～を行う,ㄐㄧㄚ ㄧˇ,jiāyǐ,副詞,6,common,ai,word,,
基本上,基本的に,ㄐㄧ ㄅㄣˇ ㄕㄤˋ,jīběnshàng,副詞,6,common,ai,word,,
疾病,病気,ㄐㄧˊ ㄅㄧㄥˋ,jíbìng,名詞,6,common,ai,word,,
嫉妒,嫉妬する,ㄐㄧˊ ㄉㄨˋ,jídù/jìdù,状態動詞,6,common,ai,word,,原表記: 嫉妒/忌妒
屆,期/回,ㄐㄧㄝˋ / ㄐㄧㄝˋ,jiè / jiè,量詞/状態動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
解,解く/分ける,ㄐㄧㄝˇ,jiě,動詞,6,common,ai,word,,
接,受け取る/迎える/(電話に)出る / 受け取る/迎える,ㄐㄧㄝ / ㄐㄧㄝ,jiē / jiē,動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
解除,解除する/取り除く,ㄐㄧㄝˇ ㄔㄨˊ,jiěchú,動詞,6,common,ai,word,,
解答,解答する/回答,ㄐㄧㄝˇ ㄉㄚˊ / ㄐㄧㄝˇ ㄉㄚˊ,jiědá / jiědá,動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
接待,接待する/もてなす,ㄐㄧㄝ ㄉㄞˋ,jiēdài,動詞,6,common,ai,word,,
接到,受け取る,ㄐㄧㄝ ㄉㄠˋ,jiēdào,変化動詞,6,common,ai,word,,
街道,通り/街路,ㄐㄧㄝ ㄉㄠˋ,jiēdào,名詞,6,common,ai,word,,
階段,段階/時期,ㄐㄧㄝ ㄉㄨㄢˋ,jiēduàn,名詞,6,common,ai,word,,
結構,構造/構成,ㄐㄧㄝˊ ㄍㄡˋ,jiégòu,名詞,6,common,ai,word,,
結果,結果/結局 / 実を結ぶ/結果,ㄐㄧㄝˊ ㄍㄨㄛˇ / ㄐㄧㄝˊ ㄍㄨㄛˇ,jiéguǒ / jiéguǒ,名詞/Vp-sep,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
結合,結合する/統合する,ㄐㄧㄝˊ ㄏㄜˊ,jiéhé,変化動詞,6,common,ai,word,,
接見,面会する,ㄐㄧㄝ ㄐㄧㄢˋ,jiējiàn,動詞,6,common,ai,word,,
接近,近づく/近い,ㄐㄧㄝ ㄐㄧㄣˋ,jiējìn,動詞/状態動詞(形容詞),6,common,ai,word,,
節慶,祭り/祝祭,ㄐㄧㄝˊ ㄑㄧㄥˋ,jiéqìng,名詞,6,common,ai,word,,
節省,節約する,ㄐㄧㄝˊ ㄕㄥˇ,jiéshěng,状態動詞,6,common,ai,word,,
結算,精算する,ㄐㄧㄝˊ ㄙㄨㄢˋ,jiésuàn,自動詞,6,common,ai,word,,
街頭,街頭/通り,ㄐㄧㄝ ㄊㄡˊ,jiētóu,名詞,6,common,ai,word,,
接下來,受け取る/次に,ㄐㄧㄝ ㄒㄧㄚˋ ㄌㄞˊ,jiēxiàlái,副詞,6,common,ai,word,,
界線,境界線,ㄐㄧㄝˋ ㄒㄧㄢˋ,jièxiàn,名詞,6,common,ai,word,,
節約,節約する,ㄐㄧㄝˊ ㄩㄝ,jiéyuē,状態動詞,6,common,ai,word,,
結帳,会計する,ㄐㄧㄝˊ ㄓㄤˋ,jiézhàng,自動詞,6,common,ai,word,,
截止,締め切る,ㄐㄧㄝˊ ㄓˇ,jiézhǐ,変化動詞,6,common,ai,word,,
戒指,指輪,ㄐㄧㄝˋ ㄓˇ,jièzhǐ,名詞,6,common,ai,word,,
及格,合格する,ㄐㄧˊ ㄍㄜˊ,jígé,変化動詞,6,common,ai,word,,
機構,機構/組織,ㄐㄧ ㄍㄡˋ,jīgòu,名詞,6,common,ai,word,,
機關,機関/組織,ㄐㄧ ㄍㄨㄢ,jīguān,名詞,6,common,ai,word,,
集合,集まる/集合,ㄐㄧˊ ㄏㄜˊ / ㄐㄧˊ ㄏㄜˊ,jíhé / jíhé,自動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
幾乎,ほとんど,ㄐㄧ ㄏㄨ,jīhū,副詞,6,common,ai,word,,
即將,間もなく,ㄐㄧˊ ㄐㄧㄤ,jíjiāng,副詞,6,common,ai,word,,
計較,こだわる/計算する,ㄐㄧˋ ㄐㄧㄠˋ,jìjiào,状態動詞(形容詞),6,common,ai,word,,
急忙,急いで,ㄐㄧˊ ㄇㄤˊ,jímáng,副詞,6,common,ai,word,,
寂寞,寂しい/静かだ,ㄐㄧˊ ㄇㄛˋ,jímò,状態動詞(形容詞),6,common,ai,word,,
近,近い / 近い,ㄐㄧㄣˋ / ㄐㄧㄣˋ / ㄐㄧㄣˋ,jìn / jìn / jìn,状態動詞/限定詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
浸,浸す,ㄐㄧㄣˋ,jìn,動詞,6,common,ai,word,,
靜,静かな,ㄐㄧㄥˋ,jìng,状態動詞(形容詞),6,common,ai,word,,
竟,意外にも,ㄐㄧㄥˋ,jìng,副詞,6,common,ai,word,,
鏡,鏡/レンズ,ㄐㄧㄥˋ(ㄗ˙),jìng(zi),名詞,6,common,ai,word,,原表記: 鏡(子)
敬愛,敬愛する,ㄐㄧㄣˋ ㄍㄞˋ,jìngài,状態動詞,6,common,ai,word,,
精彩,素晴らしい,ㄐㄧㄥ ㄘㄞˇ,jīngcǎi,状態動詞(形容詞),6,common,ai,word,,原表記: 精彩/精采
警告,警告する,ㄐㄧㄥˇ ㄍㄠˋ,jǐnggào,名詞/動詞,6,common,ai,word,,
淨化,浄化する,ㄐㄧㄥˋ ㄏㄨㄚˋ,jìnghuà,変化動詞,6,common,ai,word,,
經濟,経済/経済的な,ㄐㄧㄥ ㄐㄧˋ / ㄐㄧㄥ ㄐㄧˋ,jīngjì / jīngjì,名詞/状態動詞(形容詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
敬酒,乾杯する,ㄐㄧㄥˋ ㄐㄧㄡˇ,jìngjiǔ,離合動詞,6,common,ai,word,,
敬禮,敬礼する,ㄐㄧㄥˋ ㄌㄧˇ,jìnglǐ,離合動詞,6,common,ai,word,,
精力,精力/活力,ㄐㄧㄥ ㄌㄧˋ,jīnglì,名詞,6,common,ai,word,,
經歷,経験する/経験,ㄐㄧㄥ ㄌㄧˋ,jīnglì,名詞/状態動詞,6,common,ai,word,,
竟然,意外にも,ㄐㄧㄥˋ ㄖㄢˊ,jìngrán,副詞,6,common,ai,word,,
驚人,驚くべき,ㄐㄧㄥ ㄖㄣˊ,jīngrén,状態動詞(形容詞),6,common,ai,word,,
精細,精巧な/緻密な,ㄐㄧㄥ ㄒㄧˋ,jīngxì,状態動詞(形容詞),6,common,ai,word,,
經營,経営する,ㄐㄧㄥ ㄧㄥˊ,jīngyíng,動詞,6,common,ai,word,,
競爭,競争する/競争,ㄐㄧㄥˋ ㄓㄥ / ㄐㄧㄥˋ ㄓㄥ,jìngzhēng / jìngzhēng,自動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
緊急,緊急の,ㄐㄧㄣˇ ㄐㄧˊ,jǐnjí,状態動詞(形容詞),6,common,ai,word,,
進口,輸入する/入り口,ㄐㄧㄣˋ ㄎㄡˇ,jìnkǒu,動詞,6,common,ai,word,,
近來,最近,ㄐㄧㄣˋ ㄌㄞˊ,jìnlái,副詞,6,common,ai,word,,
盡力,全力を尽くす,ㄐㄧㄣˋ ㄌㄧˋ,jìnlì,状態動詞(形容詞),6,common,ai,word,,
盡量,できるだけ,ㄐㄧㄣˋ ㄌㄧㄤˋ,jìnliàng,副詞,6,common,ai,word,,
儘量,できるだけ,ㄐㄧㄣˇ ㄌㄧㄤˋ,jǐnliàng,副詞,6,common,ai,word,,
金錢,金銭,ㄐㄧㄣ ㄑㄧㄢˊ,jīnqián,名詞,6,common,ai,word,,
進入,入る/加入する,ㄐㄧㄣˋ ㄖㄨˋ,jìnrù,動詞,6,common,ai,word,,
金屬,金属,ㄐㄧㄣ ㄕㄨˇ,jīnshǔ,名詞,6,common,ai,word,,
禁止,禁止する,ㄐㄧㄣˋ ㄓˇ,jìnzhǐ,動詞,6,common,ai,word,,
機票,航空券,ㄐㄧ ㄆㄧㄠˋ,jīpiào,名詞,6,common,ai,word,,
極其,極めて,ㄐㄧˊ ㄑㄧˊ,jíqí,副詞,6,common,ai,word,,
既然,〜である以上,ㄐㄧˋ ㄖㄢˊ,jìrán,接続詞,6,common,ai,word,,
肌肉,筋肉,ㄐㄧ ㄖㄡˋ,jīròu,名詞,6,common,ai,word,,
即使,たとえ〜でも,ㄐㄧˊ ㄕˇ,jíshǐ,接続詞,6,common,ai,word,,
計算,計算する/考慮する,ㄐㄧˋ ㄙㄨㄢˋ,jìsuàn,動詞,6,common,ai,word,,
酒會,懇親会/パーティー,ㄐㄧㄡˇ ㄏㄨㄟˋ,jiǔhuì,名詞,6,common,ai,word,,
救火,消火する,ㄐㄧㄡˋ ㄏㄨㄛˇ,jiùhuǒ,自動詞,6,common,ai,word,,
究竟,結局/一体,ㄐㄧㄡˋ ㄐㄧㄥˋ,jiùjìng,副詞,6,common,ai,word,,
就是說,つまり,ㄐㄧㄡˋ ㄕˋ ㄕㄨㄛ,jiùshìshuō,接続詞,6,common,ai,word,,
就業,就職する,ㄐㄧㄡˋ ㄧㄝˋ,jiùyè,自動詞,6,common,ai,word,,
糾正,訂正する,ㄐㄧㄡ ㄓㄥˋ,jiūzhèng,動詞,6,common,ai,word,,
