headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
疏散,分散する/避難する,ㄕㄨ ㄙㄢˋ,shūsàn,動詞,7,common,ai,word,,,idle; leisurely; laid-back; Taiwan pr. [shu1san4] ‖ to scatter; to disperse; to evacuate
梳,櫛で梳かす/櫛,ㄕㄨ,shū,動詞,7,common,ai,word,,,to comb; (bound form) a comb
書本,本/書籍,ㄕㄨ ㄅㄣˇ,shūběn,名詞,7,common,ai,word,,,book (chiefly used to refer to a plurality of books or books in general)
書面,書面/文書,ㄕㄨ ㄇㄧㄢˋ,shūmiàn,名詞,7,common,ai,word,,,in writing; written
書寫,書く/執筆する,ㄕㄨ ㄒㄧㄝˇ,shūxiě,動詞,7,common,ai,word,,,to write
舒暢,晴れやかだ/快適だ,ㄕㄨ ㄔㄤˋ,shūchàng,状態動詞(形容詞),7,common,ai,word,,,happy; entirely free from worry
舒展,伸ばす/広げる,ㄕㄨ ㄓㄢˇ,shūzhǎn,動詞,7,common,ai,word,,,to roll out; to extend; to smooth out
輸血,輸血する/支援する,ㄕㄨ ㄒㄧㄝˇ,shūxiě,離合動詞,7,common,ai,word,,,to transfuse blood; to give aid and support
束縛,縛る/束縛する,ㄕㄨˋ ㄈㄨˊ,shùfú,動詞,7,common,ai,word,,,to bind; to tie up; to fetter; to shackle
樹苗,苗木,ㄕㄨˋ ㄇㄧㄠˊ,shùmiáo,名詞,7,common,ai,word,,,sapling
數據,データ,ㄕㄨˋ ㄐㄩˋ,shùjù,名詞,7,common,ai,word,,,data
率,率/率いる,ㄕㄨㄞˋ,shuài,動詞,7,common,ai,word,,,rate; frequency ‖ to lead
霜,霜/粉末状のもの,ㄕㄨㄤ,shuāng,名詞,7,common,ai,word,,,frost; white powder or cream spread over a surface; frosting
雙重,二重の,ㄕㄨㄤ ㄔㄨㄥˊ,shuāngchóng,状態動詞(連体用),7,common,ai,word,,,double
雙打,ダブルス,ㄕㄨㄤ ㄉㄚˇ,shuāngdǎ,名詞,7,common,ai,word,,,doubles (in sports); CL:場|场[chang3]
爽快,さっぱりした/快活な,ㄕㄨㄤˇ ㄎㄨㄞˋ,shuǎngkuài,状態動詞(形容詞),7,common,ai,word,,,refreshed; rejuvenated; frank and straightforward
水道,水路/航路,ㄕㄨㄟˇ ㄉㄠˋ,shuǐdào,名詞,7,common,ai,word,,,"watercourse (river, canal, drain etc); water route; lane (in a swimming pool)"
水稻,稲,ㄕㄨㄟˇ ㄉㄠˋ,shuǐdào,名詞,7,common,ai,word,,,rice; paddy; CL:株[zhu1]
水庫,ダム,ㄕㄨㄟˇ ㄎㄨˋ,shuǐkù,名詞,7,common,ai,word,,,reservoir; CL:座[zuo4]
水泥,セメント,ㄕㄨㄟˇ ㄋㄧˊ,shuǐní,名詞,7,common,ai,word,,,cement; CL:袋[dai4]
水蒸氣,水蒸気,ㄕㄨㄟˇ ㄓㄥ ㄑㄧˋ,shuǐzhēngqì,名詞,7,common,ai,word,,,vapor
順從,従順な/従う,ㄕㄨㄣˋ ㄘㄨㄥˊ,shùncóng,状態動詞(形容詞),7,common,ai,word,,,obedient; to comply; to submit
順應,順応する/適応する,ㄕㄨㄣˋ ㄧㄥˋ,shùnyìng,状態動詞,7,common,ai,word,,,to comply; to conform to; in tune with; adapting to; to adjust to
說謊,嘘をつく,ㄕㄨㄛ ㄏㄨㄤˇ,shuōhuǎng,離合動詞,7,common,ai,word,,,to lie; to tell an untruth
說笑,談笑する,ㄕㄨㄛ ㄒㄧㄠˋ,shuōxiào,自動詞,7,common,ai,word,,,to chat and laugh; to crack jokes; to banter
思潮,思想の潮流/時代精神,ㄙ ㄔㄠˊ,sīcháo,名詞,7,common,ai,word,,,tide of thought; way of thinking characteristic of a historical period; Zeitgeist
思念,慕う/恋しく思う,ㄙ ㄋㄧㄢˋ,sīniàn,状態動詞,7,common,ai,word,,,to think of; to long for; to miss
思維,思考/考え方,ㄙ ㄨㄟˊ,sīwéi,名詞,7,common,ai,word,,,(line of) thought; thinking
絲毫,わずかな/少しの,ㄙ ㄏㄠˊ,sīháo,限定詞,7,common,ai,word,,,the slightest amount or degree; a bit
司令,司令官,ㄙ ㄌㄧㄥˋ,sīlìng,名詞,7,common,ai,word,,,commanding officer
斯文,上品な/教養のある,ㄙ ㄨㄣˊ,sīwén,状態動詞(形容詞),7,common,ai,word,,,refined; educate; cultured
私心,私心/利己心,ㄙ ㄒㄧㄣ,sīxīn,名詞,7,common,ai,word,,,selfishness; selfish motives
賜,授ける/与える,ㄙˋ,sì,動詞,7,common,ai,word,,,(bound form) to confer; to bestow; to grant; (literary) gift; favor; Taiwan pr. [si4]
似的,～のようだ,ㄙˋ ˙ㄉㄜ,sìde,,7,common,ai,word,,原表記: 似的/似地,seems as if; rather like; Taiwan pr. [si4 de5]
松樹,松の木,ㄙㄨㄥ ㄕㄨˋ,sōngshù/sōng,名詞,7,common,ai,word,,原表記: 松樹/松,pine; pine tree; CL:棵[ke1]
慫恿,そそのかす/扇動する,ㄙㄨㄥˇ ㄩㄥˇ,sǒngyǒng,動詞,7,common,ai,word,,,to instigate; to incite; to urge; to encourage
搜集,収集する,ㄙㄡ ㄐㄧˊ,sōují,動詞,7,common,ai,word,,,
俗稱,通称/俗称,ㄙㄨˊ ㄔㄥ,súchēng,状態動詞,7,common,ai,word,,,commonly referred to as; common term
俗語,ことわざ/俗語,ㄙㄨˊ ㄩˇ,súyǔ,名詞,7,common,ai,word,,,common saying; proverb; colloquial speech
訴苦,愚痴をこぼす,ㄙㄨˋ ㄎㄨˇ,sùkǔ,自動詞,7,common,ai,word,,,to grumble; to complain; grievance
素質,資質/本質,ㄙㄨˋ ㄓˊ,sùzhí,名詞,7,common,ai,word,,,inner quality; basic essence
算命,占いをする,ㄙㄨㄢˋ ㄇㄧㄥˋ,suànmìng,離合動詞,7,common,ai,word,,,fortune-telling; to tell fortune
算術,算数,ㄙㄨㄢˋ ㄕㄨˋ,suànshù,名詞,7,common,ai,word,,,arithmetic
雖說,～とはいえ,ㄙㄨㄟ ㄕㄨㄛ,suīshuō,接続詞,7,common,ai,word,,,though; although
隨後,その後,ㄙㄨㄟˊ ㄏㄡˋ,suíhòu,名詞,7,common,ai,word,,,soon after
隨即,即座に/続いて,ㄙㄨㄟˊ ㄐㄧˊ,suíjí,副詞,7,common,ai,word,,,immediately; presently; following which
隨身,身につけて/携帯して,ㄙㄨㄟˊ ㄕㄣ,suíshēn,副詞,7,common,ai,word,,,to (carry) on one's person; to (take) with one
隨同,同行して,ㄙㄨㄟˊ ㄊㄨㄥˊ,suítóng,介詞(前置詞),7,common,ai,word,,,accompanying
隧道,トンネル,ㄙㄨㄟˋ ㄉㄠˋ,suìdào,名詞,7,common,ai,word,,,tunnel
歲月,歳月/年月,ㄙㄨㄟˋ ㄩㄝˋ,suìyuè,名詞,7,common,ai,word,,,years; time
損,損なう/減らす/からかう,ㄙㄨㄣˇ,sǔn,動詞,7,common,ai,word,,,to decrease; to lose; to damage; to harm; (coll.) to ridicule; to deride
損害,害する/損害を与える,ㄙㄨㄣˇ ㄏㄞˋ,sǔnhài,動詞,7,common,ai,word,,,harm; to damage; to impair
損壞,破損する,ㄙㄨㄣˇ ㄏㄨㄞˋ,sǔnhuài,動詞,7,common,ai,word,,,to damage; to injure
損傷,損傷する,ㄙㄨㄣˇ ㄕㄤ,sǔnshāng,状態動詞,7,common,ai,word,,,to harm; to damage; to injure
縮小,縮小する,ㄙㄨㄛ ㄒㄧㄠˇ,suōxiǎo,変化動詞,7,common,ai,word,,,to reduce; to decrease; to shrink
所得,所得/収穫,ㄙㄨㄛˇ ㄉㄜˊ,suǒdé,名詞,7,common,ai,word,,,what one acquires; one's gains
所在,場所/所在,ㄙㄨㄛˇ ㄗㄞˋ,suǒzài,名詞,7,common,ai,word,,,place; location; (after a noun) place where it is located
索賠,賠償を請求する,ㄙㄨㄛˇ ㄆㄟˊ,suǒpéi,自動詞,7,common,ai,word,,,to ask for compensation; to claim damages; claim for damages
瑣碎,些細な/煩わしい,ㄙㄨㄛˇ ㄙㄨㄟˋ,suǒsuì,状態動詞(形容詞),7,common,ai,word,,,trifling; trivial; tedious
塔,塔/タワー/タルト,ㄊㄚˇ,tǎ,名詞,7,common,ai,word,,,"pagoda (abbr. of 塔婆[ta3po2], a loanword from Sanskrit stūpa); tower; pylon (CL:座[zuo4]); (loanword) (pastry) tart"
踏實,着実な/安心な,ㄊㄚˋ ㄕˊ,tàshí,状態動詞(形容詞),7,common,ai,word,,,firmly-based; steady; steadfast
台階,階段/段差,ㄊㄞˊ ㄐㄧㄝ,táijiē,名詞,7,common,ai,word,,,
太平,平和な/平穏な,ㄊㄞˋ ㄆㄧㄥˊ,tàipíng,状態動詞(形容詞),7,common,ai,word,,,place name ‖ peace and security
態勢,情勢/姿勢,ㄊㄞˋ ㄕˋ,tàishì,名詞,7,common,ai,word,,,posture; situation
貪,欲深い/貪欲な,ㄊㄢ,tān,状態動詞(形容詞),7,common,ai,word,,,to have a voracious desire for; to covet; greedy
貪心,欲深い,ㄊㄢ ㄒㄧㄣ,tānxīn,状態動詞(形容詞),7,common,ai,word,,,greedy
談論,論じる/話し合う,ㄊㄢˊ ㄌㄨㄣˋ,tánlùn,動詞,7,common,ai,word,,,to discuss; to talk about
彈性,柔軟性/弾力性,ㄊㄢˊ ㄒㄧㄥˋ,tánxìng,名詞,7,common,ai,word,,,flexibility; elasticity
坦克,戦車,ㄊㄢˇ ㄎㄜˋ,tǎnkè,名詞,7,common,ai,word,,,tank (military vehicle) (loanword)
坦然,平然とした/落ち着いた,ㄊㄢˇ ㄖㄢˊ,tǎnrán,状態動詞(形容詞),7,common,ai,word,,,calm; undisturbed
探病,見舞う,ㄊㄢˋ ㄅㄧㄥˋ,tànbìng,離合動詞,7,common,ai,word,,,to visit a sick person or patient
探究,究明する/探求する,ㄊㄢˋ ㄐㄧㄡˋ,tànjiù,動詞,7,common,ai,word,,,to investigate; to delve; to probe
探索,探索する/探る,ㄊㄢˋ ㄙㄨㄛˇ,tànsuǒ,動詞,7,common,ai,word,,,to explore; to probe
探望,訪ねる/見舞う,ㄊㄢˋ ㄨㄤˋ,tànwàng,動詞,7,common,ai,word,,,to visit; to call on sb; to look around
探險,冒険する,ㄊㄢˋ ㄒㄧㄢˇ,tànxiǎn,自動詞,7,common,ai,word,,,to explore; to go on an expedition; adventure
堂堂,堂々とした/立派な,ㄊㄤˊ ㄊㄤˊ,tángtáng,状態動詞(形容詞),7,common,ai,word,,,grand; magnificent; stately
倘若,もし〜ならば,ㄊㄤˇ ㄖㄨㄛˋ,tǎngruò,接続詞,7,common,ai,word,,,if; supposing; in case
逃生,避難する/逃げ延びる,ㄊㄠˊ ㄕㄥ,táoshēng,自動詞,7,common,ai,word,,,to flee for one's life
逃稅,脱税する,ㄊㄠˊ ㄕㄨㄟˋ,táoshuì,離合動詞,7,common,ai,word,,,to evade a tax
淘汰,淘汰する/選別する,ㄊㄠˊ ㄊㄞˋ,táotài,動詞,7,common,ai,word,,,to wash out; (fig.) to cull; to weed out
套房,スイートルーム/個室,ㄊㄠˋ ㄈㄤˊ,tàofáng,名詞,7,common,ai,word,,,small room opening off another; inner room; suite; apartment; flat; (Tw) room with private bathroom
套裝,スーツ/セット,ㄊㄠˋ ㄓㄨㄤ,tàozhuāng,名詞,7,common,ai,word,,,outfit or suit (of clothes); set of coordinated items; kit
特此,ここに/この場を借りて,ㄊㄜˋ ㄘˇ,tècǐ,副詞,7,common,ai,word,,,hereby
特區,特別区,ㄊㄜˋ ㄑㄩ,tèqū,名詞,7,common,ai,word,,,special administrative region; abbr. for 特別行政區|特别行政区
特權,特権,ㄊㄜˋ ㄑㄩㄢˊ,tèquán,名詞,7,common,ai,word,,,prerogative; privilege; privileged
特約,特別契約の/専属の,ㄊㄜˋ ㄩㄝ,tèyuē,状態動詞(連体用),7,common,ai,word,,,specially engaged; employed or commissioned for a special task
特徵,特徴,ㄊㄜˋ ㄓㄥ,tèzhēng,名詞,7,common,ai,word,,,characteristic; diagnostic property; distinctive feature
疼愛,慈しむ/可愛がる,ㄊㄜˊnㄍㄞˋ,téngài,状態動詞,7,common,ai,word,,,to love dearly
剔除,取り除く/排除する,ㄊㄧ ㄔㄨˊ,tīchú,動詞,7,common,ai,word,,,to reject; to discard; to get rid of
啼,泣く/鳴く,ㄊㄧˊ,tí,自動詞,7,common,ai,word,,,(bound form) to cry; to weep loudly; (bound form) (of a bird or animal) to crow; to hoot; to screech
提拔,抜擢する/昇進させる,ㄊㄧˊ ㄅㄚˊ,tíbá,動詞,7,common,ai,word,,,to promote to a higher job; to select for promotion
提倡,提唱する/推奨する,ㄊㄧˊ ㄔㄤˋ,tíchàng,動詞,7,common,ai,word,,,to promote; to advocate
提出,提出する/提案する,ㄊㄧˊ ㄔㄨ,tíchū,変化動詞,7,common,ai,word,,,to raise (an issue); to propose; to put forward
提及,言及する,ㄊㄧˊ ㄐㄧˊ,tíjí,動詞,7,common,ai,word,,,to mention; to raise (a subject); to bring to sb's attention
提名,指名する,ㄊㄧˊ ㄇㄧㄥˊ,tímíng,動詞,7,common,ai,word,,,to nominate
提升,向上させる/引き上げる,ㄊㄧˊ ㄕㄥ,tíshēng,動詞,7,common,ai,word,,原表記: 提升/提昇,to promote (to a higher-ranking position); to lift; to hoist; (fig.) to elevate; to raise; to improve
提議,提案する/提議する,ㄊㄧˊ ㄧˋ,tíyì,動詞,7,common,ai,word,,,proposal; suggestion; to propose
體操,体操,ㄊㄧˇ ㄘㄠ,tǐcāo,名詞,7,common,ai,word,,,gymnastic; gymnastics
體格,体格,ㄊㄧˇ ㄍㄜˊ,tǐgé,名詞,7,common,ai,word,,,bodily health; one's physical state; physique
體積,体積/容積,ㄊㄧˇ ㄐㄧ,tǐjī,名詞,7,common,ai,word,,,volume; bulk; CL:個|个[ge4]
體諒,思いやる/理解する,ㄊㄧˇ ㄌㄧㄤˋ,tǐliàng,状態動詞,7,common,ai,word,,,to empathize; to allow (for sth); to show understanding
體面,面目がある/立派な,ㄊㄧˇ ㄇㄧㄢˋ,tǐmiàn,状態動詞(形容詞),7,common,ai,word,,,dignity; prestige; face; honorable; creditable; (of sb's appearance) presentable; respectable
體系,体系/システム,ㄊㄧˇ ㄒㄧˋ,tǐxì,名詞,7,common,ai,word,,,system; setup; CL:個|个[ge4]
體質,体質,ㄊㄧˇ ㄓˊ,tǐzhí,名詞,7,common,ai,word,,,"(a person's) constitution; underlying physical condition; physical makeup; (of an organization, society etc) structural "
替代,代用する/取って代わる,ㄊㄧˋ ㄉㄞˋ,tìdài,状態動詞,7,common,ai,word,,,to substitute for; to replace; to supersede
添,加える/増やす,ㄊㄧㄢ,tiān,動詞,7,common,ai,word,,,to add; to increase; to replenish
天然氣,天然ガス,ㄊㄧㄢ ㄖㄢˊ ㄑㄧˋ,tiānránqì,名詞,7,common,ai,word,,,natural gas
天性,天性/本性,ㄊㄧㄢ ㄒㄧㄥˋ,tiānxìng,名詞,7,common,ai,word,,,nature; innate tendency
田地,畑/耕地,ㄊㄧㄢˊ ㄉㄧˋ,tiándì,名詞,7,common,ai,word,,,field; farmland; cropland
田徑,陸上競技,ㄊㄧㄢˊ ㄐㄧㄥˋ,tiánjìng,名詞,7,common,ai,word,,,track and field (athletics)
甜美,甘美な/心地よい,ㄊㄧㄢˊ ㄇㄟˇ,tiánměi,状態動詞(形容詞),7,common,ai,word,,,sweet; pleasant; happy
挑剔,選り好みする,ㄊㄧㄠ ㄊㄧ,tiāotī,動詞,7,common,ai,word,,,picky; fussy
調和,調和する/仲裁する,ㄊㄧㄠˊ ㄏㄜˊ,tiáohé,動詞/状態動詞(形容詞),7,common,ai,word,,,harmonious; to mediate; to reconcile; mediation
調節,調整する/調節する,ㄊㄧㄠˊ ㄐㄧㄝˊ,tiáojié,動詞,7,common,ai,word,,,to adjust; to regulate; to harmonize
調皮,いたずらな,ㄊㄧㄠˊ ㄆㄧˊ,tiáopí,状態動詞(形容詞),7,common,ai,word,,,naughty; mischievous; unruly
條例,条例/規則,ㄊㄧㄠˊ ㄌㄧˋ,tiáolì,名詞,7,common,ai,word,,,regulations; rules; code of conduct; ordinances; statutes
聽寫,書き取り/聴音,ㄊㄧㄥ ㄒㄧㄝˇ,tīngxiě,動詞,7,common,ai,word,,,(of a pupil) to write down (in a dictation exercise); dictation; (music) to transcribe by ear
停頓,一時停止する,ㄊㄧㄥˊ ㄉㄨㄣˋ,tíngdùn,自動詞,7,common,ai,word,,,to halt; to break off; pause (in speech)
停留,滞在する/留まる,ㄊㄧㄥˊ ㄌㄧㄡˊ,tíngliú,自動詞,7,common,ai,word,,,to stay somewhere temporarily; to stop over
停滯,停滞する,ㄊㄧㄥˊ ㄓˋ,tíngzhì,自動詞,7,common,ai,word,,,stagnation; at a standstill; bogged down
通報,通報する/通知する,ㄊㄨㄥ ㄅㄠˋ,tōngbào,動詞,7,common,ai,word,,,to inform; to notify; to announce
通車,開通する/通勤する,ㄊㄨㄥ ㄔㄜ,tōngchē,変化動詞,7,common,ai,word,,,"to open to traffic (e.g. new bridge, rail line etc); (of a locality) to have a transportation service; (Tw) to commute"
通稱,通称する/通称,ㄊㄨㄥ ㄔㄥ,tōngchēng,状態動詞,7,common,ai,word,,,to be generally referred to (as); generic term
通貨膨脹,インフレ,ㄊㄨㄥ ㄏㄨㄛˋ ㄆㄥˊ ㄓㄤˋ,tōnghuòpéngzhàng,状態動詞(形容詞),7,common,ai,word,,,inflation
通緝,指名手配する,ㄊㄨㄥ ㄑㄧˋ,tōngqì,動詞,7,common,ai,word,,,to order the arrest of sb as criminal; to list as wanted
通行,通行する/通用する,ㄊㄨㄥ ㄒㄧㄥˊ,tōngxíng,自動詞,7,common,ai,word,,,to go through; to pass through; to be in general use
通用,広く通用する,ㄊㄨㄥ ㄩㄥˋ,tōngyòng,状態動詞(連体用),7,common,ai,word,,,"to use anywhere, anytime (card, ticket etc); to be used by everyone (language, textbook etc); (of two or more things) in"
同伴,仲間/連れ,ㄊㄨㄥˊ ㄅㄢˋ,tóngbàn,名詞,7,common,ai,word,,,companion; comrade; fellow
同化,同化する,ㄊㄨㄥˊ ㄏㄨㄚˋ,tónghuà,動詞,7,common,ai,word,,,"assimilation (cultural, digestive, phonemic etc)"
同鄉,同郷の人,ㄊㄨㄥˊ ㄒㄧㄤ,tóngxiāng,名詞,7,common,ai,word,,,"person from the same village, town, or province"
同心,心を一つにする,ㄊㄨㄥˊ ㄒㄧㄣ,tóngxīn,状態動詞(形容詞),7,common,ai,word,,,"Tongxin county in Wuzhong 吳忠|吴忠[Wu2 zhong1], Ningxia ‖ to be of one mind; united"
同性戀,同性愛,ㄊㄨㄥˊ ㄒㄧㄥˋ ㄌㄧㄢˋ,tóngxìngliàn,名詞,7,common,ai,word,,,homosexuality; gay person; gay love
同業,同業者,ㄊㄨㄥˊ ㄧㄝˋ,tóngyè,名詞,7,common,ai,word,,,same trade or business; person in the same trade or business
統統,すべて/残らず,ㄊㄨㄥˇ ㄊㄨㄥˇ,tǒngtǒng,副詞,7,common,ai,word,,,totally
統制,統制する,ㄊㄨㄥˇ ㄓˋ,tǒngzhì,動詞,7,common,ai,word,,,to control
痛恨,痛恨する/ひどく憎む,ㄊㄨㄥˋ ㄏㄣˋ,tònghèn,状態動詞,7,common,ai,word,,,to detest; to loathe; to abhor
偷渡,密入国する,ㄊㄡ ㄉㄨˋ,tōudù,自動詞,7,common,ai,word,,,illegal immigration; to stowaway (on a ship); to steal across the international border
偷懶,怠ける,ㄊㄡ ㄌㄢˇ,tōulǎn,状態動詞(形容詞),7,common,ai,word,,,to goof off; to be lazy
投保,保険をかける,ㄊㄡˊ ㄅㄠˇ,tóubǎo,動詞,7,common,ai,word,,,to take out insurance; to insure
投機,気が合う/投機する,ㄊㄡˊ ㄐㄧ,tóujī,状態動詞(形容詞),7,common,ai,word,,,congenial; agreeable; to speculate; to profiteer
透明,透明な/公明正大な,ㄊㄡˋ ㄇㄧㄥˊ,tòumíng,状態動詞(形容詞),7,common,ai,word,,,transparent; (fig.) transparent; open to scrutiny
徒弟,弟子,ㄊㄨˊ ㄉㄧˋ,túdì,名詞,7,common,ai,word,,,apprentice; disciple
突擊,突撃する/急ぎ行う,ㄊㄨˊ ㄐㄧˊ,tújí,動詞,7,common,ai,word,,,sudden and violent attack; assault; fig. rushed job
突兀,そびえ立つ/突然の,ㄊㄨˊ ㄨˋ,túwù,状態動詞(形容詞),7,common,ai,word,,,lofty or towering; sudden or abrupt
塗,塗る,ㄊㄨˊ,tú,動詞,7,common,ai,word,,,to apply (paint etc); to smear; to daub
圖,図/絵 / 図/絵,ㄊㄨˊ / ㄊㄨˊ,tú / tú,動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,diagram; picture; drawing
圖表,図表,ㄊㄨˊ ㄅㄧㄠˇ,túbiǎo,名詞,7,common,ai,word,,,chart; diagram
圖騰,トーテム,ㄊㄨˊ ㄊㄥˊ,túténg,名詞,7,common,ai,word,,,totem (loanword)
土壤,土壌,ㄊㄨˇ ㄖㄤˇ,tǔrǎng,名詞,7,common,ai,word,,,soil
團聚,再会する,ㄊㄨㄢˊ ㄐㄩˋ,tuánjù,状態動詞(形容詞),7,common,ai,word,,,to reunite; to have a reunion
團員,団員/メンバー,ㄊㄨㄢˊ ㄩㄢˊ,tuányuán,名詞,7,common,ai,word,,,member; group member
推測,推測する,ㄊㄨㄟ ㄘㄜˋ,tuīcè,動詞,7,common,ai,word,,,speculation; to conjecture; to surmise
推崇,崇拝する/高く評価する,ㄊㄨㄟ ㄔㄨㄥˊ,tuīchóng,状態動詞,7,common,ai,word,,,to esteem; to think highly of; to accord importance to
推出,押し出す/発売する,ㄊㄨㄟ ㄔㄨ,tuīchū,変化動詞,7,common,ai,word,,,to push out; to release; to launch
推選,選出する,ㄊㄨㄟ ㄒㄩㄢˇ,tuīxuǎn,動詞,7,common,ai,word,,,to elect; to choose
退化,退化する,ㄊㄨㄟˋ ㄏㄨㄚˋ,tuìhuà,変化動詞,7,common,ai,word,,,to degenerate; atrophy
吞吞吐吐,口ごもる,ㄊㄨㄣ ㄊㄨㄣ ㄊㄨˇ ㄊㄨˇ,tūntūntǔtǔ,自動詞,7,common,ai,word,,,"to hum and haw (idiom); to mumble as if hiding sth; to speak and break off, then start again; to hold sth back"
托,支える/託す,ㄊㄨㄛ,tuō,動詞,7,common,ai,word,,,"to hold up in one's hand; to support with one's palm; sth serving as a support: a prop, a rest (e.g. arm rest); (bound f"
拖累,巻き添えにする/負担をかける,ㄊㄨㄛ ㄌㄟˋ,tuōlèi,動詞,7,common,ai,word,,,to encumber; to be a burden on; to implicate
拖延,引き延ばす/先延ばしする,ㄊㄨㄛ ㄧㄢˊ,tuōyán,状態動詞,7,common,ai,word,,,to delay; to put off; to procrastinate
脫身,抜け出す/逃れる,ㄊㄨㄛ ㄕㄣ,tuōshēn,変化動詞,7,common,ai,word,,,to get away; to escape (from obligations); to free oneself
脫手,処分する/売り払う,ㄊㄨㄛ ㄕㄡˇ,tuōshǒu,変化動詞,7,common,ai,word,,,(not of regular commerce) to sell or dispose of (goods etc); to get rid of; to unload
外號,あだ名,ㄨㄞˋ ㄏㄠˋ,wàihào,名詞,7,common,ai,word,,,nickname
外力,外力/外部からの圧力,ㄨㄞˋ ㄌㄧˋ,wàilì,名詞,7,common,ai,word,,,external force; pressure from outside
外貿,貿易,ㄨㄞˋ ㄇㄠˋ,wàimào,名詞,7,common,ai,word,,,foreign trade
外線,外線/アウトサイド,ㄨㄞˋ ㄒㄧㄢˋ,wàixiàn,名詞,7,common,ai,word,,,(military) line of troops encircling an enemy position; (telephony) outside line; (basketball) outside the three-point l
外銷,輸出する,ㄨㄞˋ ㄒㄧㄠ,wàixiāo,動詞,7,common,ai,word,,,to export; to sell abroad
外遇,不倫,ㄨㄞˋ ㄩˋ,wàiyù,名詞,7,common,ai,word,,,extramarital affair
外在,外部の/外的な,ㄨㄞˋ ㄗㄞˋ,wàizài,名詞,7,common,ai,word,,,external; extrinsic
外資,外国資本,ㄨㄞˋ ㄗ,wàizī,名詞,7,common,ai,word,,,foreign investment
彎曲,曲がる/湾曲した,ㄨㄢ ㄑㄩ,wānqū,状態動詞(形容詞),7,common,ai,word,,,to bend; to curve around; curved
完備,完備された/完璧な,ㄨㄢˊ ㄅㄟˋ,wánbèi,状態動詞(形容詞),7,common,ai,word,,,faultless; complete; perfect
玩弄,弄ぶ/いい加減に扱う,ㄨㄢˊ ㄋㄨㄥˋ,wánnòng,動詞,7,common,ai,word,,,to play with; to toy with; to dally with
頑強,粘り強い/頑強な,ㄨㄢˊ ㄑㄧㄤˊ,wánqiáng,状態動詞(形容詞),7,common,ai,word,,,tenacious; hard to defeat
挽,引く/巻き上げる,ㄨㄢˇ,wǎn,動詞,7,common,ai,word,,,to pull; to draw (a cart or a bow); to roll up
挽救,救う/立て直す,ㄨㄢˇ ㄐㄧㄡˋ,wǎnjiù,動詞,7,common,ai,word,,,to save; to remedy; to rescue
萬分,非常に/極めて,ㄨㄢˋ ㄈㄣ,wànfēn,副詞,7,common,ai,word,,,very much; extremely; one ten thousandth part
萬事,あらゆる事柄,ㄨㄢˋ ㄕˋ,wànshì,名詞,7,common,ai,word,,,all things
萬歲,万歳,ㄨㄢˋ ㄙㄨㄟˋ,wànsuì,状態動詞(形容詞),7,common,ai,word,,,"Long live (the king, the revolution etc)!; Your Majesty; His Majesty"
萬萬,絶対に/どうしても,ㄨㄢˋ ㄨㄢˋ,wànwàn,副詞,7,common,ai,word,,,absolutely; wholly
萬物,万物/あらゆるもの,ㄨㄢˋ ㄨˋ,wànwù,名詞,7,common,ai,word,,,all things; all that exists
惋惜,惜しい/残念だ,ㄨㄢˋ ㄒㄧˊ,wànxí,状態動詞(形容詞),7,common,ai,word,,,to regret; to feel that it is a great pity; to feel sorry for sb
亡國,国が滅びる,ㄨㄤˊ ㄍㄨㄛˊ,wángguó,変化動詞,7,common,ai,word,,,(of a nation) to be destroyed; to be subjugated; a fallen nation
往來,往来/交流,ㄨㄤˇ ㄌㄞˊ,wǎnglái,自動詞,7,common,ai,word,,,dealings; contacts; to go back and forth
旺季,繁忙期/ピーク時,ㄨㄤˋ ㄐㄧˋ,wàngjì,名詞,7,common,ai,word,,,busy season; peak period; see also 淡季[dan4 ji4]
旺盛,盛んな/活発な,ㄨㄤˋ ㄕㄥˋ,wàngshèng,状態動詞(形容詞),7,common,ai,word,,,vigorous; exuberant
威風,威厳がある/堂々とした,ㄨㄟ ㄈㄥ,wēifēng,状態動詞(形容詞),7,common,ai,word,,,awe-inspiring bearing; authority; power; imposing; impressive; majestic
威力,威力/強大な力,ㄨㄟ ㄌㄧˋ,wēilì,名詞,7,common,ai,word,,,might; formidable power
萎縮,萎縮する/衰える,ㄨㄟ ㄙㄨㄛ,wēisuō,状態動詞(形容詞),7,common,ai,word,,,"to wither; to dry up (of a plant); to atrophy (of muscle, social custom etc)"
為人,人柄/振る舞い,ㄨㄟˊ ㄖㄣˊ,wéirén,名詞,7,common,ai,word,,,to conduct oneself; behavior; conduct; personal character ‖ for sb
為生,生計を立てる,ㄨㄟˊ ㄕㄥ,wéishēng,状態動詞(形容詞),7,common,ai,word,,,to make a living
為首,先頭に立つ/率いる,ㄨㄟˊ ㄕㄡˇ,wéishǒu,状態動詞(形容詞),7,common,ai,word,,,head; be headed by
為止,～まで,ㄨㄟˊ ㄓˇ,wéizhǐ,名詞,7,common,ai,word,,,until; (used in combination with words like 到[dao4] or 至[zhi4] in constructs of the form 到...為止|到...为止)
