headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
依賴,,ㄧ ㄌㄞˋ,yīlài,状態動詞,7,common,ai,word,,,to depend on; to be dependent on
依照,,ㄧ ㄓㄠˋ,yīzhào,介詞(前置詞),7,common,ai,word,,,according to; in light of
醫療,,ㄧ ㄌㄧㄠˊ,yīliáo,名詞,7,common,ai,word,,,medical treatment
醫術,,ㄧ ㄕㄨˋ,yīshù,名詞,7,common,ai,word,,,medical expertise; art of healing
醫藥,,ㄧ ㄧㄠˋ,yīyào,名詞,7,common,ai,word,,,medical care and medicines; medicine (drug); medical
一定,,ㄧ ㄉㄧㄥˋ,yīdìng,状態動詞(連体用),7,common,ai,word,,,surely; certainly; necessarily
一道,,ㄧ ㄉㄠˋ,yīdào,副詞,7,common,ai,word,,,together
一度,,ㄧ ㄉㄨˋ,yīdù,副詞,7,common,ai,word,,,for a time; at one time; one time
一概,,ㄧ ㄍㄞˋ,yīgài,副詞,7,common,ai,word,,,all; without any exceptions; categorically
一貫,,ㄧ ㄍㄨㄢˋ,yīguàn,状態動詞(連体用),7,common,ai,word,,,consistent; constant; from start to finish
一律,,ㄧ ㄌㄩˋ,yīlǜ,副詞,7,common,ai,word,,,same; identical; uniformly; all; without exception
一味,,ㄧ ㄨㄟˋ,yīwèi,副詞,7,common,ai,word,,,persistently; stubbornly; blindly
咦,,ㄧˊ,yí,助詞,7,common,ai,word,,,expression of surprise
儀表,,ㄧˊ ㄅㄧㄠˇ,yíbiǎo,名詞,7,common,ai,word,,,appearance; bearing; meter (i.e. measuring instrument)
遺產,,ㄧˊ ㄔㄢˇ,yíchǎn,名詞,7,common,ai,word,,,heritage; legacy; inheritance
遺傳,,ㄧˊ ㄔㄨㄢˊ,yíchuán,状態動詞,7,common,ai,word,,,heredity; to inherit (a trait); to pass on (to one's offspring)
遺憾,,ㄧˊ ㄏㄢˋ,yíhàn,状態動詞(形容詞),7,common,ai,word,,,regret; to regret; to be sorry that
遺留,,ㄧˊ ㄌㄧㄡˊ,yíliú,動詞,7,common,ai,word,,,to leave behind; to hand down
遺棄,,ㄧˊ ㄑㄧˋ,yíqì,動詞,7,common,ai,word,,,to leave; to abandon
遺體,,ㄧˊ ㄊㄧˇ,yítǐ,名詞,7,common,ai,word,,,remains (of a dead person)
遺忘,,ㄧˊ ㄨㄤˋ,yíwàng,変化動詞,7,common,ai,word,,,to forget; to cease to think about (sb or sth) anymore
遺志,,ㄧˊ ㄓˋ,yízhì,名詞,7,common,ai,word,,,"the mission in life of a deceased person, left to others to carry on"
遺址,,ㄧˊ ㄓˇ,yízhǐ,名詞,7,common,ai,word,,,ruins; historic relics
疑慮,,ㄧˊ ㄌㄩˋ,yílǜ,名詞,7,common,ai,word,,,hesitation; misgivings; doubt
移植,,ㄧˊ ㄓˊ,yízhí,動詞,7,common,ai,word,,,to transplant
倚,,ㄧˇ,yǐ,動詞,7,common,ai,word,,,to lean on; to rely upon
以至,,ㄧˇ ㄓˋ,yǐzhì/yǐzhìyú,接続詞,7,common,ai,word,,原表記: 以至/以致/以至於/以致於,down to; up to; to such an extent as to ...
亦,,ㄧˋ,yì,副詞/接続詞,7,common,ai,word,,,also
一連串,,ㄧ ㄌㄧㄢˊ ㄔㄨㄢˋ,yīliánchuàn,状態動詞(連体用),7,common,ai,word,,,a succession of; a series of
一流,,ㄧ ㄌㄧㄡˊ,yīliú,状態動詞(形容詞),7,common,ai,word,,,top quality; front ranking
一如,,ㄧ ㄖㄨˊ,yīrú,介詞(前置詞),7,common,ai,word,,,to be just like
一心,,ㄧ ㄒㄧㄣ,yīxīn,副詞,7,common,ai,word,,,wholeheartedly; heart and soul
液體,,ㄧㄝˋ ㄊㄧˇ,yètǐ,名詞,7,common,ai,word,,,liquid
抑制,,ㄧˋ ㄓˋ,yìzhì,動詞,7,common,ai,word,,,to inhibit; to keep down; to suppress
意識到,,ㄧˋ ㄕˋ ㄉㄠˋ,yìshìdào,変化動詞,7,common,ai,word,,,to be aware of; to realize
意圖,,ㄧˋ ㄊㄨˊ,yìtú,名詞,7,common,ai,word,,,intent; intention; to intend
意味,,ㄧˋ ㄨㄟˋ,yìwèi,状態動詞,7,common,ai,word,,,meaning; implication; flavor
毅力,,ㄧˋ ㄌㄧˋ,yìlì,名詞,7,common,ai,word,,,perseverance; willpower
翌日,,ㄧˋ ㄖˋ,yìrì,名詞,7,common,ai,word,,,next day
異常,,ㄧˋ ㄔㄤˊ,yìcháng,状態動詞(形容詞),7,common,ai,word,,,unusual; abnormal; extremely; exceptionally
異鄉,,ㄧˋ ㄒㄧㄤ,yìxiāng,名詞,7,common,ai,word,,,foreign land; a place far from home
議定,,ㄧˋ ㄉㄧㄥˋ,yìdìng,動詞,7,common,ai,word,,,to reach an agreement; to agree upon
議論,,ㄧˋ ㄌㄨㄣˋ,yìlùn,動詞,7,common,ai,word,,,to comment; to talk about; to discuss
議題,,ㄧˋ ㄊㄧˊ,yìtí,名詞,7,common,ai,word,,,topic of discussion; topic; subject
議員,,ㄧˋ ㄩㄢˊ,yìyuán,名詞,7,common,ai,word,,,member (of a legislative body); representative
音,,ㄧㄣ,yīn,名詞,7,common,ai,word,,,sound; noise; note (of musical scale)
因果,,ㄧㄣ ㄍㄨㄛˇ,yīnguǒ,名詞,7,common,ai,word,,,karma; cause and effect
陰謀,,ㄧㄣ ㄇㄡˊ,yīnmóu,名詞,7,common,ai,word,,,to conspire; to plot; a conspiracy; a plot
陰影,,ㄧㄣ ㄧㄥˇ,yīnyǐng,名詞,7,common,ai,word,,,(lit. and fig.) shadow
銀幕,,ㄧㄣˊ ㄇㄨˋ,yínmù,名詞,7,common,ai,word,,,movie screen
銀色,,ㄧㄣˊ ㄙㄜˋ,yínsè,名詞,7,common,ai,word,,,silver (color)
銀子,,ㄧㄣˊ ˙ㄗ,yínzi,名詞,7,common,ai,word,,,money; silver
引,,ㄧㄣˇ,yǐn,動詞,7,common,ai,word,,,to draw (e.g. a bow); to pull; to stretch sth
引導,,ㄧㄣˇ ㄉㄠˇ,yǐndǎo,動詞,7,common,ai,word,,,to guide; to lead (around); to conduct
引進,,ㄧㄣˇ ㄐㄧㄣˋ,yǐnjìn,動詞,7,common,ai,word,,,to recommend; to introduce (from outside)
引擎,,ㄧㄣˇ ㄑㄧㄥˊ,yǐnqíng,名詞,7,common,ai,word,,,engine (loanword); CL:臺|台[tai2]
隱藏,,ㄧㄣˇ ㄘㄤˊ,yǐncáng,動詞,7,common,ai,word,,,to hide; to conceal; to mask
隱士,,ㄧㄣˇ ㄕˋ,yǐnshì,名詞,7,common,ai,word,,,hermit
隱約,,ㄧㄣˇ ㄩㄝ,yǐnyuē,副詞,7,common,ai,word,,,vague; faint; indistinct
印證,,ㄧㄣˋ ㄓㄥˋ,yìnzhèng,動詞,7,common,ai,word,,,to confirm; to corroborate; to verify; proof; evidence
櫻桃,,ㄧㄥ ㄊㄠˊ,yīngtáo,名詞,7,common,ai,word,,,cherry
英勇,,ㄧㄥ ㄩㄥˇ,yīngyǒng,状態動詞(形容詞),7,common,ai,word,,,heroic; gallant; valiant
應,,ㄧㄥˋ,yìng,介詞(前置詞)/動詞,7,common,ai,word,,,to agree (to do sth); should; ought to ‖ to answer
鷹,,ㄧㄥ,yīng/lǎoyīng,名詞,7,common,ai,word,,原表記: 鷹/老鷹,eagle; falcon; hawk
營地,,ㄧㄥˊ ㄉㄧˋ,yíngdì,名詞,7,common,ai,word,,,camp
營造,,ㄧㄥˊ ㄗㄠˋ,yíngzào,動詞,7,common,ai,word,,,to build (housing); to construct; to make
迎,,ㄧㄥˊ,yíng,動詞,7,common,ai,word,,,to welcome; to meet; to forge ahead (esp. in the face of difficulties); to meet face to face
迎合,,ㄧㄥˊ ㄏㄜˊ,yínghé,状態動詞,7,common,ai,word,,,to cater to; to pander to
影射,,ㄧㄥˇ ㄕㄜˋ,yǐngshè,状態動詞,7,common,ai,word,,,to refer obliquely to; to insinuate; innuendo
硬,,ㄧㄥˋ,yìng,副詞,7,common,ai,word,,,hard; stiff; solid; (fig.) strong; firm; resolutely; uncompromisingly
硬體,,ㄧㄥˋ ㄊㄧˇ,yìngtǐ,名詞,7,common,ai,word,,,(Tw) (computer) hardware
應變,,ㄧㄥˋ ㄅㄧㄢˋ,yìngbiàn,自動詞,7,common,ai,word,,,to meet a contingency; to adapt oneself to changes
應酬,,ㄧㄥˋ ㄔㄡˊ,yìngchóu,自動詞,7,common,ai,word,,,to engage in social activities; to socialize; dinner party; banquet; social engagement
應急,,ㄧㄥˋ ㄐㄧˊ,yìngjí,状態動詞(形容詞),7,common,ai,word,,,to respond to an emergency; to meet a contingency; (attributive) emergency
應驗,,ㄧㄥˋ ㄧㄢˋ,yìngyàn,変化動詞,7,common,ai,word,,,to come true; to come about as predicted; to be fulfilled
應徵,,ㄧㄥˋ ㄓㄥ,yìngzhēng,動詞,7,common,ai,word,,,to apply (for a job); to reply to a job advertisement
唷,,ㄧㄛ,yō,助詞,7,common,ai,word,,,"(interjection expressing surprise) Oh!; My! ‖ final particle expressing exhortation, a"
湧,,ㄩㄥˇ,yǒng,動詞,7,common,ai,word,,,to bubble up; to rush forth
踴躍,,ㄩㄥˇ ㄩㄝˋ,yǒngyuè,状態動詞(形容詞),7,common,ai,word,,,to leap; to jump; eager
用戶,,ㄩㄥˋ ㄏㄨˋ,yònghù,名詞,7,common,ai,word,,,user; consumer; subscriber
用途,,ㄩㄥˋ ㄊㄨˊ,yòngtú,名詞,7,common,ai,word,,,use; application
悠久,,ㄧㄡ ㄐㄧㄡˇ,yōujiǔ,状態動詞(形容詞),7,common,ai,word,,,"long (tradition, history etc)"
悠閒,,ㄧㄡ ㄒㄧㄢˊ,yōuxián,状態動詞(形容詞),7,common,ai,word,,,leisurely; carefree; relaxed
優待,,ㄧㄡ ㄉㄞˋ,yōudài,動詞,7,common,ai,word,,,preferential treatment; to give preferential treatment
優勢,,ㄧㄡ ㄕˋ,yōushì,名詞,7,common,ai,word,,,superiority; dominance; advantage
優先,,ㄧㄡ ㄒㄧㄢ,yōuxiān,副詞,7,common,ai,word,,,to have priority; to take precedence
優異,,ㄧㄡ ㄧˋ,yōuyì,状態動詞(形容詞),7,common,ai,word,,,exceptional; outstandingly good
鈾,,ㄧㄡˋ,yòu,名詞,7,common,ai,word,,,uranium (chemistry); Taiwan pr. [you4]
由來,,ㄧㄡˊ ㄌㄞˊ,yóulái,名詞,7,common,ai,word,,,origin
遊覽,,ㄧㄡˊ ㄌㄢˇ,yóulǎn,動詞,7,common,ai,word,,,to go sightseeing; to tour; to visit
油田,,ㄧㄡˊ ㄊㄧㄢˊ,yóutián,名詞,7,common,ai,word,,,oil field
油條,,ㄧㄡˊ ㄊㄧㄠˊ,yóutiáo,名詞,7,common,ai,word,,,youtiao (deep-fried breadstick); CL:根[gen1]; slick and sly person
友愛,,ㄧㄡˇ ㄞˋ,yǒuài,状態動詞,7,common,ai,word,,,friendly affection; fraternal love
有機,,ㄧㄡˇ ㄐㄧ,yǒujī,状態動詞(連体用),7,common,ai,word,,,organic
有理,,ㄧㄡˇ ㄌㄧˇ,yǒulǐ,状態動詞(形容詞),7,common,ai,word,,,reasonable; justified; right
有所,,ㄧㄡˇ ㄙㄨㄛˇ,yǒusuǒ,状態動詞,7,common,ai,word,,,somewhat; to some extent
有為,,ㄧㄡˇ ㄨㄟˊ,yǒuwéi,状態動詞(形容詞),7,common,ai,word,,,promising; to show promise
有限,,ㄧㄡˇ ㄒㄧㄢˋ,yǒuxiàn,状態動詞(形容詞),7,common,ai,word,,,limited; finite
有形,,ㄧㄡˇ ㄒㄧㄥˊ,yǒuxíng,状態動詞(形容詞),7,common,ai,word,,,material; tangible; visible; shapely
有心人,,ㄧㄡˇ ㄒㄧㄣ ㄖㄣˊ,yǒuxīnrén,名詞,7,common,ai,word,,,resolute person; person with aspirations; people who feel
有益,,ㄧㄡˇ ㄧˋ,yǒuyì,状態動詞,7,common,ai,word,,,useful; beneficial; profitable
有意,,ㄧㄡˇ ㄧˋ,yǒuyì,助動詞,7,common,ai,word,,,to intend; intentionally; interested in
有緣,,ㄧㄡˇ ㄩㄢˊ,yǒuyuán,状態動詞(形容詞),7,common,ai,word,,,related; brought together by fate
誘惑,,ㄧㄡˋ ㄏㄨㄛˋ,yòuhuò,動詞,7,common,ai,word,,,to entice; to lure; to induce
幼稚,,ㄧㄡˋ ㄓˋ,yòuzhì,状態動詞(形容詞),7,common,ai,word,,,young; childish; puerile
于,,ㄩˊ,yú,介詞(前置詞),7,common,ai,word,,,to go; to take; sentence-final interrogative particle
於,,ㄩˊ,yú,介詞(前置詞),7,common,ai,word,,,(of time or place) in; at; on; (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for; (indicatin ‖ (literary) Oh!
逾,,ㄩˊ,yú,状態動詞,7,common,ai,word,,,to exceed; to go beyond; to transcend
餘,,ㄩˊ,yú,名詞/状態動詞,7,common,ai,word,,,extra; surplus; remaining
語法,,ㄩˇ ㄈㄚˇ,yǔfǎ,名詞,7,common,ai,word,,,grammar
愚蠢,,ㄩˊ ㄔㄨㄣˇ,yúchǔn,状態動詞(形容詞),7,common,ai,word,,,silly; stupid
輿論,,ㄩˊ ㄌㄨㄣˋ,yúlùn,名詞,7,common,ai,word,,,public opinion
漁民,,ㄩˊ ㄇㄧㄣˊ,yúmín,名詞,7,common,ai,word,,,fisherman; fisher folk
予,,ㄩˇ,yǔ,動詞,7,common,ai,word,,,(archaic) I; me ‖ (literary) to give
予以,,ㄩˇ ㄧˇ,yǔyǐ,動詞,7,common,ai,word,,,to give; to impose; to apply
與會,,ㄩˋ ㄏㄨㄟˋ,yùhuì,自動詞,7,common,ai,word,,,to participate in a meeting
雨季,,ㄩˇ ㄐㄧˋ,yǔjì,名詞,7,common,ai,word,,,rainy season
語文,,ㄩˇ ㄨㄣˊ,yǔwén,名詞,7,common,ai,word,,,literature and language; (PRC) Chinese (as a school subject)
宇宙,,ㄩˇ ㄓㄡˋ,yǔzhòu,名詞,7,common,ai,word,,,universe; cosmos; space
愈,,ㄩˋ,yù,副詞,7,common,ai,word,,,the more...(the more...); to recover; to heal
玉器,,ㄩˋ ㄑㄧˋ,yùqì,名詞,7,common,ai,word,,,jade artifact
預測,,ㄩˋ ㄘㄜˋ,yùcè,動詞,7,common,ai,word,,,to forecast; to predict
預防,,ㄩˋ ㄈㄤˊ,yùfáng,動詞,7,common,ai,word,,,to prevent; to take precautions against; to protect
預告,,ㄩˋ ㄍㄠˋ,yùgào,動詞,7,common,ai,word,,,to forecast; to predict; advance notice
預估,,ㄩˋ ㄍㄨ,yùgū,動詞,7,common,ai,word,,,to estimate; to forecast; prediction
預賽,,ㄩˋ ㄙㄞˋ,yùsài,名詞,7,common,ai,word,,,preliminary competition; to hold preliminary heats
預約,,ㄩˋ ㄩㄝ,yùyuē,動詞,7,common,ai,word,,,booking; reservation; to book
寓言,,ㄩˋ ㄧㄢˊ,yùyán,名詞,7,common,ai,word,,,fable; allegory; parable; CL:則|则[ze2]
園林,,ㄩㄢˊ ㄌㄧㄣˊ,yuánlín,名詞,7,common,ai,word,,,gardens; park; landscape garden
元氣,,ㄩㄢˊ ㄑㄧˋ,yuánqì,名詞,7,common,ai,word,,,vigor; strength; vitality
元首,,ㄩㄢˊ ㄕㄡˇ,yuánshǒu,名詞,7,common,ai,word,,,head of state
元素,,ㄩㄢˊ ㄙㄨˋ,yuánsù,名詞,7,common,ai,word,,,element (key component of sth); (chemistry) element; (math.) element (member of a set)
原,,ㄩㄢˊ,yuán,副詞,7,common,ai,word,,,former; original; primary
原形,,ㄩㄢˊ ㄒㄧㄥˊ,yuánxíng,名詞,7,common,ai,word,,,original shape; true appearance (under the disguise); true character
原野,,ㄩㄢˊ ㄧㄝˇ,yuányě,名詞,7,common,ai,word,,,plain; open country
原狀,,ㄩㄢˊ ㄓㄨㄤˋ,yuánzhuàng,名詞,7,common,ai,word,,,previous condition; original state
原住民,,ㄩㄢˊ ㄓㄨˋ ㄇㄧㄣˊ,yuánzhùmín,名詞,7,common,ai,word,,,indigenous peoples; aborigine
原子,,ㄩㄢˊ ㄗˇ,yuánzǐ,名詞,7,common,ai,word,,,atom; atomic
原子彈,,ㄩㄢˊ ㄗˇ ㄉㄢˋ,yuánzǐdàn,名詞,7,common,ai,word,,,atomic bomb; A-bomb
援助,,ㄩㄢˊ ㄓㄨˋ,yuánzhù,動詞,7,common,ai,word,,,to help; to support; to aid
遠景,,ㄩㄢˇ ㄐㄧㄥˇ,yuǎnjǐng,名詞,7,common,ai,word,,,scenery in the distance; long-term prospects; (photography) long shot
怨,,ㄩㄢˋ,yuàn,状態動詞,7,common,ai,word,,,to blame; (bound form) resentment; hatred; grudge
約束,,ㄩㄝ ㄕㄨˋ,yuēshù,動詞,7,common,ai,word,,,to restrict; to limit to; to constrain
躍,,ㄩㄝˋ,yuè,自動詞,7,common,ai,word,,,to jump; to leap
樂隊,,ㄩㄝˋ ㄉㄨㄟˋ,yuèduì,名詞,7,common,ai,word,,,band; pop group; CL:支[zhi1]
運,,ㄩㄣˋ,yùn,動詞,7,common,ai,word,,,to move; to transport; to use
運行,,ㄩㄣˋ ㄒㄧㄥˊ,yùnxíng,自動詞,7,common,ai,word,,,(of celestial bodies etc) to move along one's course; (fig.) to function; to be in operation; (of a train service etc) t
孕婦,,ㄩㄣˋ ㄈㄨˋ,yùnfù,名詞,7,common,ai,word,,,pregnant woman
醞釀,,ㄩㄣˋ ㄋㄧㄤˋ,yùnniàng,動詞,7,common,ai,word,,,(of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue)
栽,,ㄗㄞ,zāi,動詞,7,common,ai,word,,,to plant; to grow; to insert; to erect (e.g. a bus stop sign); to impose sth on sb
災禍,,ㄗㄞ ㄏㄨㄛˋ,zāihuò,名詞,7,common,ai,word,,,disaster
災情,,ㄗㄞ ㄑㄧㄥˊ,zāiqíng,名詞,7,common,ai,word,,,disastrous situation; calamity
在場,,ㄗㄞˋ ㄔㄤˇ,zàichǎng,自動詞,7,common,ai,word,,,to be present; to be on the scene
在世,,ㄗㄞˋ ㄕˋ,zàishì,状態動詞(形容詞),7,common,ai,word,,,to be alive
在座,,ㄗㄞˋ ㄗㄨㄛˋ,zàizuò,自動詞,7,common,ai,word,,,to be present
再生,,ㄗㄞˋ ㄕㄥ,zàishēng,状態動詞(連体用),7,common,ai,word,,,to be reborn; to regenerate; to be a second so-and-so (famous dead person)
咱,,ㄗㄢˊ,zán,名詞,7,common,ai,word,,,I or me; we (including both the speaker and the person spoken to)
贊助,,ㄗㄢˋ ㄓㄨˋ,zànzhù,動詞,7,common,ai,word,,,to support; to assist; to sponsor
讚嘆,,ㄗㄢˋ ㄊㄢˋ,zàntàn,自動詞,7,common,ai,word,,原表記: 讚嘆/讚歎,to exclaim in admiration
贓物,,ㄗㄤ ㄨˋ,zāngwù,名詞,7,common,ai,word,,,booty; stolen property
遭,,ㄗㄠ,zāo,量詞/介詞(前置詞)/状態動詞,7,common,ai,word,,,"to meet by chance (usually with misfortune); classifier for events: time, turn, incident"
遭遇,,ㄗㄠ ㄩˋ,zāoyù,状態動詞,7,common,ai,word,,,to meet with; to encounter; (bitter) experience
造反,,ㄗㄠˋ ㄈㄢˇ,zàofǎn,自動詞,7,common,ai,word,,,to rebel; to revolt
造化,,ㄗㄠˋ ㄏㄨㄚˋ,zàohuà,名詞,7,common,ai,word,,,(literary) Nature; the Creator ‖ good luck
造物主,,ㄗㄠˋ ㄨˋ ㄓㄨˇ,zàowùzhǔ,名詞,7,common,ai,word,,,the Creator (in religion or mythology); God
造型,,ㄗㄠˋ ㄒㄧㄥˊ,zàoxíng,名詞,7,common,ai,word,,,to model; to shape; appearance; style; design; form; pose
責備,,ㄗㄜˊ ㄅㄟˋ,zébèi,動詞,7,common,ai,word,,,to blame; to criticize; condemnation
增進,,ㄗㄥ ㄐㄧㄣˋ,zēngjìn,動詞,7,common,ai,word,,,to promote; to enhance; to further
增強,,ㄗㄥ ㄑㄧㄤˊ,zēngqiáng,変化動詞,7,common,ai,word,,,to increase; to strengthen
增值,,ㄗㄥ ㄓˊ,zēngzhí,変化動詞,7,common,ai,word,,,to appreciate (financially); to increase in value; value-added (accountancy)
扎,,ㄓㄚ,zhā,動詞,7,common,ai,word,,,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar"")"
炸藥,,ㄓㄚˋ ㄧㄠˋ,zhàyào,名詞,7,common,ai,word,,,explosive (material)
沾,,ㄓㄢ,zhān,動詞,7,common,ai,word,,,to moisten; to be infected by; to receive benefit or advantage through a contact
盞,,ㄓㄢˇ,zhǎn,量詞,7,common,ai,word,,,a small cup; classifier for lamps
展望,,ㄓㄢˇ ㄨㄤˋ,zhǎnwàng,状態動詞,7,common,ai,word,,,outlook; prospect; to look ahead
展現,,ㄓㄢˇ ㄒㄧㄢˋ,zhǎnxiàn,動詞,7,common,ai,word,,,to unfold before one's eyes; to emerge; to reveal; to display
嶄新,,ㄓㄢˇ ㄒㄧㄣ,zhǎnxīn,状態動詞(連体用),7,common,ai,word,,,brand new
占據,,ㄓㄢˋ ㄐㄩˋ,zhànjù,動詞,7,common,ai,word,,原表記: 占據/佔據,
占領,,ㄓㄢˋ ㄌㄧㄥˇ,zhànlǐng,動詞,7,common,ai,word,,原表記: 占領/佔領,
顫抖,,ㄓㄢˋ ㄉㄡˇ,zhàndǒu,自動詞,7,common,ai,word,,,to shudder; to shiver; to shake
戰火,,ㄓㄢˋ ㄏㄨㄛˇ,zhànhuǒ,名詞,7,common,ai,word,,,the flames of war
戰機,,ㄓㄢˋ ㄐㄧ,zhànjī,名詞,7,common,ai,word,,,opportunity in a battle; fighter aircraft; war secret
戰亂,,ㄓㄢˋ ㄌㄨㄢˋ,zhànluàn,名詞,7,common,ai,word,,,chaos of war
戰略,,ㄓㄢˋ ㄌㄩㄝˋ,zhànlüè,名詞,7,common,ai,word,,,strategy
戰勝,,ㄓㄢˋ ㄕㄥˋ,zhànshèng,動詞,7,common,ai,word,,,to prevail over; to defeat; to surmount
戰士,,ㄓㄢˋ ㄕˋ,zhànshì,名詞,7,common,ai,word,,,fighter; soldier; warrior
戰術,,ㄓㄢˋ ㄕㄨˋ,zhànshù,名詞,7,common,ai,word,,,tactics
戰線,,ㄓㄢˋ ㄒㄧㄢˋ,zhànxiàn,名詞,7,common,ai,word,,,battle line; battlefront; front
戰友,,ㄓㄢˋ ㄧㄡˇ,zhànyǒu,名詞,7,common,ai,word,,,comrade-in-arms; battle companion
戰戰兢兢,,ㄓㄢˋ ㄓㄢˋ ㄐㄧㄥ ㄐㄧㄥ,zhànzhànjīngjīng,状態動詞(形容詞),7,common,ai,word,,,trembling with fear; with fear and trepidation
張貼,,ㄓㄤ ㄊㄧㄝ,zhāngtiē,動詞,7,common,ai,word,,,to post (a notice); to advertise
長子,,ㄓㄤˇ ㄗˇ,zhǎngzǐ,名詞,7,common,ai,word,,,Zhangzi county in Shanxi 山西[Shan1 xi1] ‖ eldest son
帳篷,,ㄓㄤˋ ㄆㄥˊ,zhàngpéng,名詞,7,common,ai,word,,,"tent; CL:頂|顶[ding3],座[zuo4]"
丈,,ㄓㄤˋ,zhàng,量詞,7,common,ai,word,,,"measure of length, ten Chinese feet (3.3 m); to measure; husband"
朝氣,,ㄓㄠ ㄑㄧˋ,zhāoqì,名詞,7,common,ai,word,,,vitality; dynamism
著想,,ㄓㄠˊ ㄒㄧㄤˇ,zháoxiǎng,状態動詞(形容詞),7,common,ai,word,,,to give thought (to others); to consider (other people's needs); also pr. [zhao2 xiang3]
找尋,,ㄓㄠˇ ㄒㄩㄣˊ,zhǎoxún,動詞,7,common,ai,word,,,to look for; to seek; to find fault
沼澤,,ㄓㄠˇ ㄗㄜˊ,zhǎozé,名詞,7,common,ai,word,,,marsh; swamp; wetlands
召集,,ㄓㄠˋ ㄐㄧˊ,zhàojí,動詞,7,common,ai,word,,,to convene; to call together
照例,,ㄓㄠˋ ㄌㄧˋ,zhàolì,副詞,7,common,ai,word,,,as a rule; as usual; usually
照耀,,ㄓㄠˋ ㄧㄠˋ,zhàoyào,動詞,7,common,ai,word,,,to shine; to illuminate
遮,,ㄓㄜ,zhē,動詞,7,common,ai,word,,,to cover up (a shortcoming); to screen off; to hide
遮蔽,,ㄓㄜ ㄅㄧˋ,zhēbì,動詞,7,common,ai,word,,,to cover; to hide from view; to obstruct or block
折騰,,ㄓㄜ ㄊㄥˊ,zhēténg,動詞,7,common,ai,word,,,to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb
針灸,,ㄓㄣ ㄐㄧㄡˇ,zhēnjiǔ,自動詞,7,common,ai,word,,,acupuncture and moxibustion; to give or have acupuncture and moxibustion
真情,,ㄓㄣ ㄑㄧㄥˊ,zhēnqíng,名詞,7,common,ai,word,,,real situation; the truth
診斷,,ㄓㄣˇ ㄉㄨㄢˋ,zhěnduàn,動詞,7,common,ai,word,,,to diagnose
診所,,ㄓㄣˇ ㄙㄨㄛˇ,zhěnsuǒ,名詞,7,common,ai,word,,,clinic
鎮定,,ㄓㄣˋ ㄉㄧㄥˋ,zhèndìng,状態動詞(形容詞),7,common,ai,word,,,calm; unperturbed; cool
鎮壓,,ㄓㄣˋ ㄧㄚ,zhènyā,動詞,7,common,ai,word,,,suppression; repression; to suppress
振動,,ㄓㄣˋ ㄉㄨㄥˋ,zhèndòng,自動詞,7,common,ai,word,,,to vibrate; to shake; vibration
震驚,,ㄓㄣˋ ㄐㄧㄥ,zhènjīng,状態動詞(形容詞),7,common,ai,word,,,to shock; to astonish
陣營,,ㄓㄣˋ ㄧㄥˊ,zhènyíng,名詞,7,common,ai,word,,,group of people; camp; faction
蒸,,ㄓㄥ,zhēng,動詞,7,common,ai,word,,,to evaporate; (of cooking) to steam; torch made from hemp stalks or bamboo (old)
蒸發,,ㄓㄥ ㄈㄚ,zhēngfā,自動詞,7,common,ai,word,,,to evaporate; evaporation
蒸氣,,ㄓㄥ ㄑㄧˋ,zhēngqì,名詞,7,common,ai,word,,,vapor; steam
爭辯,,ㄓㄥ ㄅㄧㄢˋ,zhēngbiàn,自動詞,7,common,ai,word,,,a dispute; to wrangle
爭奪,,ㄓㄥ ㄉㄨㄛˊ,zhēngduó,動詞,7,common,ai,word,,,to fight over; to contest; to vie over
爭論,,ㄓㄥ ㄌㄨㄣˋ,zhēnglùn,名詞,7,common,ai,word,,,to argue; to debate; to contend
爭氣,,ㄓㄥ ㄑㄧˋ,zhēngqì,状態動詞(形容詞),7,common,ai,word,,,to work hard for sth; to resolve on improvement; determined not to fall short
爭議,,ㄓㄥ ㄧˋ,zhēngyì,名詞,7,common,ai,word,,,controversy; dispute; to dispute
徵收,,ㄓㄥ ㄕㄡ,zhēngshōu,動詞,7,common,ai,word,,,to levy (a tax); to expropriate
掙扎,,ㄓㄥ ㄓㄚˊ,zhēngzhá,自動詞,7,common,ai,word,,,to struggle
整,,ㄓㄥˇ,zhěng,動詞,7,common,ai,word,,,(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word) exactly; (b
整頓,,ㄓㄥˇ ㄉㄨㄣˋ,zhěngdùn,動詞,7,common,ai,word,,,to tidy up; to reorganize; to consolidate
整整,,ㄓㄥˇ ㄓㄥˇ,zhěngzhěng,副詞,7,common,ai,word,,,whole; full
正當,,ㄓㄥˋ ㄉㄤ,zhèngdāng,状態動詞(形容詞),7,common,ai,word,,,timely; just (when needed) ‖ honest
正面,,ㄓㄥˋ ㄇㄧㄢˋ,zhèngmiàn,副詞,7,common,ai,word,,,front; obverse side; right side
